aX,aY,aZ,gX,gY,gZ
-0.072,-0.090,1.002,-17.151,-3.052,-8.423
-0.082,-0.083,1.033,-16.296,-5.127,-6.409
-0.064,-0.079,1.047,-15.686,-4.089,-2.014
-0.034,-0.050,1.075,-12.878,-1.648,0.793
-0.035,-0.040,1.071,-7.568,-0.488,0.610
-0.014,-0.033,1.058,-2.380,1.038,-0.793
-0.016,-0.036,1.024,0.244,3.540,-2.136
-0.023,-0.044,0.995,1.770,5.127,-2.747
-0.006,-0.049,0.979,1.648,6.897,-3.357
0.003,-0.055,0.955,0.977,7.568,-3.540
0.003,-0.060,0.930,0.610,7.019,-4.333
-0.002,-0.078,0.917,-0.305,5.371,-5.249
-0.011,-0.094,0.921,-2.380,3.113,-4.333
-0.013,-0.079,0.924,-3.113,1.465,-2.441
-0.002,-0.064,0.932,-0.793,-0.305,-0.366
-0.002,-0.052,0.946,2.258,-2.136,1.526
0.005,-0.040,0.968,2.869,-2.869,2.197
0.006,-0.021,0.992,2.380,-1.770,2.014
0.012,-0.013,1.004,-0.305,1.831,1.770
0.021,-0.004,1.002,-4.456,5.920,0.183
0.005,0.003,0.981,-7.935,9.705,-2.136
0.000,-0.000,0.952,-10.742,13.550,-4.639
-0.004,-0.006,0.920,-12.390,14.465,-6.409
-0.010,-0.018,0.894,-12.024,12.146,-7.629
-0.006,-0.019,0.883,-9.583,8.484,-6.592
0.002,-0.012,0.880,-5.310,3.967,-4.944
0.001,-0.009,0.891,0.977,-0.854,-4.211
0.005,-0.017,0.911,7.446,-5.066,-3.845
0.009,-0.019,0.946,12.451,-8.118,-3.784
0.008,-0.021,0.965,13.123,-9.094,-4.639
0.012,-0.032,0.984,10.071,-7.446,-5.188
0.008,-0.034,0.997,4.822,-4.028,-6.226
0.002,-0.044,1.001,-0.366,-0.305,-7.141
0.008,-0.039,0.998,-5.676,3.296,-7.629
0.004,-0.041,0.985,-9.155,6.470,-8.179
0.000,-0.044,0.956,-10.742,7.751,-8.789
0.002,-0.044,0.935,-9.644,8.362,-7.935
0.005,-0.042,0.927,-8.301,7.141,-7.141
0.017,-0.045,0.922,-6.958,5.188,-6.165
0.020,-0.042,0.924,-6.470,3.784,-5.310
0.021,-0.043,0.921,-7.019,2.502,-5.554
0.029,-0.038,0.918,-7.568,0.000,-6.775
0.033,-0.035,0.923,-5.554,-1.953,-6.836
0.028,-0.037,0.932,-2.563,-3.601,-7.263
0.025,-0.044,0.943,-1.343,-4.517,-7.568
0.012,-0.042,0.948,-3.540,-4.089,-8.057
0.002,-0.045,0.957,-7.446,-3.052,-7.935
0.005,-0.046,0.969,-10.193,-2.258,-7.080
0.010,-0.042,0.977,-8.667,-1.343,-5.554
0.003,-0.030,0.977,-4.395,-1.038,-4.883

-0.651,-0.139,1.881,135.864,522.644,-67.139
-0.854,-0.127,1.472,116.211,590.393,-67.505
-0.873,0.098,1.074,97.412,635.864,-62.439
-0.783,0.287,0.557,89.905,638.245,-53.223
-0.458,0.326,0.007,78.125,605.286,-57.190
-0.012,0.191,-0.573,43.335,559.082,-80.322
0.234,-0.081,-1.088,-16.724,517.578,-112.000
0.326,-0.394,-1.556,-91.736,466.675,-129.639
0.526,-0.640,-1.905,-154.175,390.137,-127.686
0.623,-0.737,-2.042,-174.011,290.283,-108.887
0.584,-0.772,-1.961,-138.855,177.856,-65.002
0.557,-0.651,-1.680,-63.477,64.514,-14.526
0.554,-0.456,-1.294,16.846,-31.128,22.461
0.498,-0.324,-0.895,70.557,-96.558,39.734
0.442,-0.218,-0.549,87.280,-131.470,40.344
0.396,-0.127,-0.278,84.351,-144.348,33.386
0.441,-0.143,-0.109,73.914,-147.095,24.231
0.588,-0.180,-0.013,60.181,-150.208,12.390
0.727,-0.206,0.058,51.453,-151.062,1.465
0.719,-0.183,0.124,45.471,-164.673,-4.822
0.861,-0.259,0.509,47.241,-182.068,-5.371
0.857,-0.348,0.813,46.448,-186.401,2.502
0.786,-0.353,0.969,32.410,-179.871,12.329
0.786,-0.331,1.038,5.737,-153.320,23.865
0.841,-0.300,0.957,-29.053,-121.277,35.522
0.911,-0.242,0.804,-64.697,-94.971,39.246
0.922,-0.212,0.622,-86.731,-80.139,36.926
0.885,-0.220,0.410,-91.248,-82.947,36.011
0.868,-0.215,0.213,-86.792,-102.905,37.354
0.857,-0.181,0.080,-77.637,-132.507,42.114
0.755,-0.174,-0.026,-62.744,-171.753,46.265
0.642,-0.183,-0.118,-46.814,-215.759,49.561
0.551,-0.197,-0.132,-36.194,-258.728,54.749
0.443,-0.198,-0.106,-28.687,-301.025,60.974
0.311,-0.120,-0.019,-19.775,-346.680,63.965
0.233,0.001,0.237,0.549,-386.292,65.247
0.203,0.032,0.548,27.283,-412.231,59.875
0.063,-0.065,0.879,41.016,-415.039,42.725
-0.108,-0.145,1.126,27.222,-393.555,28.198
-0.145,-0.140,1.228,-9.155,-353.027,23.804
-0.124,-0.133,1.214,-49.744,-303.772,21.973
-0.114,-0.064,1.138,-75.562,-258.728,20.813
-0.085,0.015,1.062,-74.463,-233.032,23.193
-0.118,0.018,1.040,-47.729,-227.600,26.367
-0.169,0.026,1.051,-15.503,-236.206,30.823
-0.173,0.099,1.121,4.456,-245.544,36.011
-0.117,0.191,1.325,13.062,-244.263,37.903
-0.108,0.220,1.476,18.250,-235.229,30.701
-0.146,0.204,1.564,14.404,-214.539,11.230
-0.196,0.128,1.562,-1.404,-175.842,-11.108
-0.218,0.052,1.514,-30.945,-125.916,-25.208
-0.190,0.024,1.444,-63.965,-78.613,-28.687
-0.224,-0.012,1.343,-84.839,-46.143,-25.818
-0.229,-0.078,1.236,-88.013,-27.710,-21.362
-0.211,-0.074,1.151,-78.430,-16.052,-18.799
-0.191,-0.065,1.087,-54.138,-11.475,-12.878
-0.191,-0.053,1.063,-23.376,-11.414,-2.747
-0.166,-0.030,1.059,1.831,-14.709,7.080
-0.164,-0.011,1.061,16.663,-19.104,12.390
-0.153,0.014,1.078,19.897,-21.606,12.634
-0.124,0.052,1.117,14.404,-20.752,9.583
-0.105,0.064,1.189,7.385,-16.174,5.066
-0.106,0.013,1.268,5.432,-8.728,-0.916
-0.170,-0.074,1.282,8.301,1.709,-7.141
-0.234,-0.129,1.235,7.141,15.015,-7.935
-0.229,-0.088,1.125,-0.671,27.893,-3.418
-0.201,-0.006,1.020,-7.751,36.194,1.221
-0.158,0.056,0.953,-7.263,34.851,3.174
-0.115,0.061,0.922,0.427,27.222,1.892
-0.078,0.027,0.927,10.315,19.348,-0.610
-0.041,-0.014,0.946,16.602,15.686,-2.441
-0.025,-0.021,0.938,15.015,15.503,-1.953
-0.006,-0.014,0.916,4.761,19.043,-0.244
0.007,0.003,0.878,-8.728,23.132,-0.061
0.006,0.006,0.852,-18.250,24.658,-2.747
-0.009,-0.009,0.842,-21.301,22.705,-6.470
-0.042,-0.030,0.850,-17.944,19.287,-8.301
-0.058,-0.033,0.878,-11.597,15.015,-7.446
-0.076,-0.027,0.911,-2.380,10.071,-3.845
-0.089,-0.004,0.934,10.132,5.615,0.244
-0.089,0.019,0.959,20.935,2.747,3.052
-0.085,0.046,0.977,25.269,-0.549,3.540
-0.076,0.059,0.986,25.940,-2.319,2.502
-0.071,0.062,0.993,24.109,-2.258,0.122
-0.057,0.052,0.985,19.226,-1.038,-2.747
-0.053,0.022,0.975,12.024,2.197,-5.798
-0.055,0.009,0.951,0.793,6.531,-7.874
-0.034,-0.004,0.913,-13.367,10.254,-8.972
-0.033,-0.025,0.894,-23.865,13.062,-8.728
-0.035,-0.051,0.880,-26.489,12.268,-8.667
-0.032,-0.062,0.879,-21.545,8.606,-7.202
-0.026,-0.064,0.895,-12.695,5.127,-3.113
-0.029,-0.034,0.923,-5.310,2.747,0.732
-0.019,-0.003,0.943,-2.258,2.808,3.479
-0.026,0.031,0.962,-1.343,4.395,4.761
-0.030,0.055,0.965,-1.160,3.967,2.991
-0.046,0.062,0.968,-2.075,3.540,-0.732
-0.055,0.053,0.969,-2.808,3.418,-4.883
-0.065,0.038,0.965,-1.831,2.319,-7.874
-0.071,0.021,0.957,0.061,0.977,-8.911
-0.062,0.004,0.947,1.709,0.427,-8.667
-0.057,0.001,0.939,2.563,-0.854,-8.179
-0.050,0.000,0.930,2.319,-1.648,-7.263
-0.033,-0.007,0.924,1.099,-2.625,-6.592
-0.022,-0.017,0.931,-0.427,-3.662,-6.165
-0.022,-0.025,0.938,-2.136,-3.662,-5.432
-0.012,-0.036,0.944,-4.517,-1.892,-4.211
-0.034,-0.031,0.921,-7.874,0.854,-3.357
0.006,-0.029,0.971,-9.583,3.906,-2.502
-0.044,-0.005,0.918,-9.094,-0.977,-0.854
-0.045,-0.005,0.932,-3.662,1.221,-1.099
-0.007,0.007,0.961,-0.183,4.333,-0.427
-0.039,0.033,0.925,0.671,0.793,-0.366
-0.062,0.048,0.941,2.197,-4.822,-1.892
-0.033,0.048,0.966,5.371,-5.981,-3.113
-0.057,0.062,0.949,7.019,-8.850,-4.517
-0.036,0.037,0.985,8.789,-8.484,-6.897
-0.035,0.016,0.988,7.629,-8.423,-6.958
-0.033,-0.021,1.000,4.639,-6.836,-7.812

