aX,aY,aZ,gX,gY,gZ
-0.049,-0.051,0.914,8.240,6.958,-7.507
-0.084,-0.029,0.919,8.545,2.686,-6.836
-0.059,-0.047,0.895,6.714,-6.775,-0.854
-0.012,-0.051,0.908,2.075,-17.029,4.700
-0.021,-0.067,0.906,-2.136,-25.574,6.226
-0.023,-0.044,0.932,-7.202,-30.396,4.578
-0.001,-0.040,0.970,-8.423,-28.870,4.089
0.016,-0.044,1.007,-5.920,-23.193,2.991
0.026,-0.036,1.049,-0.916,-14.465,0.916
0.017,-0.060,1.066,4.578,-5.981,-0.488
-0.003,-0.059,1.039,7.202,1.587,-1.953
-0.025,-0.030,1.008,5.615,8.972,-2.136
-0.030,-0.002,0.963,2.014,12.268,0.610
-0.050,-0.001,0.922,-0.732,9.766,4.150
-0.069,-0.023,0.879,-2.502,2.136,5.554
-0.079,-0.026,0.858,-5.615,-6.653,5.615
-0.058,-0.031,0.864,-7.935,-14.709,6.409
-0.035,-0.046,0.893,-7.263,-20.081,6.348
-0.012,-0.061,0.956,-5.371,-21.057,4.944
0.033,-0.064,1.006,-3.479,-19.043,3.784
0.037,-0.082,1.028,-0.305,-14.771,2.686
0.011,-0.098,1.029,1.404,-8.728,2.563
0.000,-0.107,1.016,1.831,-2.747,3.967
-0.026,-0.100,0.999,2.014,2.502,5.127
-0.056,-0.090,0.975,1.709,5.615,7.080
-0.052,-0.076,0.953,0.183,5.066,9.094
-0.059,-0.056,0.943,-0.916,2.197,8.301

-0.210,-1.420,1.552,-44.678,34.424,-232.056
-0.491,-1.337,1.257,-158.997,66.650,-128.906
-0.604,-1.189,0.980,-223.572,94.299,-74.280
-0.575,-0.942,0.788,-238.647,102.783,-51.636
-0.464,-0.712,0.568,-207.214,87.097,-45.288
-0.498,-0.646,0.495,-130.066,54.871,-45.654
-0.584,-0.718,0.570,-40.894,17.761,-49.133
-0.487,-0.727,0.711,15.625,-8.728,-50.049
-0.347,-0.750,0.888,33.630,-22.522,-40.527
-0.230,-0.792,1.021,28.442,-29.297,-20.081
-0.185,-0.789,1.101,13.489,-32.349,5.371
-0.182,-0.774,1.087,-2.625,-32.288,38.574
-0.219,-0.799,1.061,-16.785,-27.954,82.214
-0.256,-0.840,1.018,-29.480,-20.081,135.803
-0.127,-0.769,0.960,-34.790,-9.338,195.251
-0.214,-0.854,1.062,-23.560,1.465,255.432
-0.578,-0.975,1.188,-14.038,5.554,309.875
-0.486,-0.543,1.022,-16.357,4.211,334.534
-0.209,-0.143,0.810,-3.540,4.028,324.646
-0.138,0.037,0.681,17.029,0.061,292.786
-0.183,0.019,0.614,22.522,-9.888,270.081
-0.313,-0.090,0.546,6.897,-19.958,263.916
-0.177,-0.027,0.565,-28.320,-20.264,265.259
-0.092,0.147,0.708,-77.820,-24.841,275.269
0.012,0.327,0.934,-104.248,-24.292,285.645
0.075,0.382,1.123,-86.304,-24.292,277.588
0.106,0.316,1.255,-44.067,-25.085,258.484
-0.010,0.033,1.364,-15.076,-27.954,249.146
-0.158,-0.172,1.393,-24.902,-27.954,242.310
-0.197,-0.091,1.225,-73.303,-20.325,221.924
-0.206,0.083,1.074,-128.418,-5.066,203.552
-0.115,0.316,0.756,-160.645,7.751,186.462
-0.151,0.364,0.564,-137.695,17.761,160.828
-0.180,0.271,0.585,-80.750,18.494,122.131
-0.090,0.167,0.614,-33.264,4.272,87.830
0.030,0.130,0.658,-9.583,-14.893,71.533
0.004,0.094,0.783,-0.671,-34.546,67.688
-0.001,0.006,0.869,-9.644,-52.124,77.942
0.088,-0.005,0.908,-38.208,-61.523,95.825
0.124,0.009,0.929,-64.270,-60.974,102.173
0.097,-0.010,0.957,-72.449,-51.880,96.985
0.086,-0.032,0.982,-63.660,-39.490,87.219
0.062,-0.015,1.034,-43.396,-28.564,79.346
0.013,0.051,1.049,-15.503,-20.203,74.280
0.018,0.093,1.063,12.024,-12.756,62.256
-0.035,0.102,1.096,28.503,-3.723,46.692
-0.098,0.136,1.078,29.053,6.409,38.391
-0.117,0.176,1.032,18.311,11.108,35.400
-0.116,0.204,0.989,7.080,7.507,32.898
-0.105,0.198,0.963,1.221,-0.122,27.649
-0.076,0.156,0.961,-2.441,-6.531,23.010
-0.042,0.082,0.978,-8.850,-10.193,22.705
-0.006,0.033,0.985,-15.930,-12.146,25.391
0.017,0.018,0.974,-18.921,-10.620,27.832
0.009,0.015,0.978,-14.954,-5.127,28.625
0.007,0.018,0.959,-5.432,0.183,27.161
0.004,0.042,0.947,6.653,3.296,24.353
-0.014,0.073,0.951,19.531,5.249,20.081
-0.037,0.084,0.964,29.419,5.859,14.648
-0.039,0.094,0.959,31.433,4.761,10.254
-0.042,0.135,0.969,25.269,3.845,6.775
-0.049,0.129,0.980,15.991,1.770,3.723
-0.042,0.101,0.965,6.226,-1.282,1.526
-0.035,0.077,0.983,-4.517,-2.441,-0.183
-0.012,0.010,0.987,-12.390,-3.174,1.648
0.007,-0.012,0.983,-14.465,-2.686,4.333
-0.007,-0.033,0.971,-11.719,0.488,5.249
-0.000,-0.012,0.945,-4.944,3.967,5.371
0.004,0.010,0.951,2.808,6.531,3.113
-0.010,0.008,0.968,9.216,6.836,-0.122
-0.010,0.010,0.957,11.475,5.371,-0.366
-0.014,0.025,0.948,9.827,4.944,-0.122
-0.035,0.033,0.928,7.812,4.089,-1.526
-0.045,0.045,0.911,5.493,2.014,-3.357
-0.044,0.052,0.908,3.113,-1.526,-5.859
-0.034,0.042,0.931,0.610,-5.859,-7.935
-0.033,0.022,0.973,-2.319,-9.888,-7.385
-0.020,-0.009,0.992,-5.920,-10.803,-3.357
0.000,-0.006,0.987,-8.606,-8.240,-0.671
-0.008,-0.003,0.989,-6.775,-4.089,-0.305
-0.012,-0.016,1.003,-1.099,-1.160,-1.038
-0.008,-0.020,1.010,2.930,0.854,-0.549
0.001,-0.013,0.993,2.136,1.221,1.953
-0.021,0.006,0.948,0.732,1.465,1.831
-0.027,0.009,0.950,2.563,3.479,-0.366
-0.019,-0.011,0.943,3.845,3.906,-2.197
-0.010,-0.017,0.934,2.747,1.587,-2.991
-0.021,-0.003,0.922,-0.244,-1.953,-2.258
-0.040,-0.005,0.912,-2.747,-5.005,-0.244
-0.013,0.001,0.916,-3.296,-5.493,0.427
-0.013,0.013,0.923,-1.770,-7.324,-0.610
-0.006,-0.000,0.956,2.319,-8.972,-1.892
0.009,-0.009,0.991,5.920,-8.118,-2.686
-0.001,-0.008,1.012,6.531,-6.897,-1.221
-0.011,-0.008,1.021,6.653,-5.432,1.221
-0.013,-0.012,1.021,5.493,-0.427,4.211
-0.016,0.021,1.002,2.258,5.066,4.761
-0.028,0.039,0.982,1.038,7.507,3.174
-0.039,0.030,0.971,1.953,7.019,0.366
-0.036,0.018,0.964,1.221,6.226,-1.099
-0.036,0.011,0.942,-1.465,4.883,-0.671
-0.023,0.014,0.915,-4.089,2.625,0.061
-0.011,0.011,0.913,-4.028,0.000,-0.793
-0.012,0.004,0.915,-1.831,-3.601,-1.282
-0.006,0.004,0.921,0.366,-5.493,-1.282
-0.011,0.014,0.938,1.953,-5.554,-1.526
-0.005,0.005,0.960,3.357,-5.737,-1.526
0.001,0.006,0.973,3.357,-6.042,-0.610
0.005,0.010,0.988,2.441,-5.432,-0.122
-0.003,-0.001,1.007,2.197,-4.028,-1.038
-0.022,-0.009,1.001,1.648,-1.953,-1.343
-0.007,-0.008,1.003,0.183,1.038,0.305
-0.020,-0.002,0.987,-0.366,1.831,1.831
-0.031,-0.003,0.976,0.549,3.357,2.075
-0.045,-0.001,0.955,0.610,4.395,2.502
-0.043,0.011,0.920,0.061,2.747,3.601
-0.029,0.036,0.910,-0.610,-0.610,4.395
-0.019,0.045,0.912,-0.488,-5.432,4.456
-0.001,0.036,0.930,-0.427,-9.033,3.052

